id,name,host_identity_verified,host_name,neighbourhood_group,neighbourhood,lat,long,instant_bookable,cancellation_policy,room_type,construction_year,price,service_fee,minimum_nights,number_of_reviews,review_rate_number,calculated_host_listings_count,availability_365,outlier_mn;
1312281,Welcome to Brooklyn! Bed-Stuy,verified,Joyce,Brooklyn,Bedford-Stuyvesant,40.69025,-73.93323,True,strict,Entire home/apt,2005,128.0,26.0,3,30,1.0,3.0,397.0,not-outlier;
1312833,Sunnyside NYC/ AC room/ city views/ near Midtown,verified,Victor,Queens,Sunnyside,40.73826,-73.92458,False,strict,Private room,2009,924.0,185.0,28,258,2.0,1.0,251.0,outlier;
1313386,Greenpoint Waterfront Loft,unconfirmed,Dexter,Brooklyn,Greenpoint,40.73049,-73.96115,False,strict,Entire home/apt,2009,186.0,37.0,3,228,4.0,3.0,324.0,not-outlier;
1313938,East Village House -- Unique!,unconfirmed,Alisa,Manhattan,East Village,40.72956,-73.97903,False,strict,Entire home/apt,2007,844.0,169.0,1,0,3.0,1.0,85.0,not-outlier;
1314490,2-bedroom share in heart of Greenwich Village!,verified,Alberta,Manhattan,West Village,40.73854,-74.00821,True,flexible,Private room,2011,80.0,16.0,90,9,3.0,1.0,93.0,outlier;
1315042,1 Bedroom Pre War apt,verified,Vanessa,Manhattan,Theater District,40.75877,-73.98863,False,moderate,Entire home/apt,2005,709.0,142.0,2,179,2.0,1.0,66.0,not-outlier;
1315595,Quiet One Bedroom in Park Slope,verified,Charlotte,Brooklyn,Gowanus,40.67688,-73.9859,False,moderate,Entire home/apt,2022,473.0,95.0,7,9,2.0,1.0,264.0,not-outlier;
1316147,CreaTive Live-In Artspace/Birdsnest,verified,Carlos,Brooklyn,Bushwick,40.70051,-73.92204,False,flexible,Private room,2015,466.0,93.0,1,1,1.0,1.0,375.0,not-outlier;
1316699,RARE Penthouse Oasis featured on DesignSponge,unconfirmed,Lilianna,Manhattan,Lower East Side,40.71712,-73.98898,True,strict,Private room,2021,228.0,46.0,30,25,1.0,1.0,103.0,outlier;
1317252,New Clean Spacious Bed & Breakfast,unconfirmed,Max,Staten Island,Emerson Hill,40.60742,-74.14388,True,flexible,Private room,2012,629.0,126.0,2,2,1.0,1.0,91.0,not-outlier;
1317804,Sunny, calm room in Victorian home,verified,Victor,Brooklyn,Bedford-Stuyvesant,40.68741,-73.95741,False,strict,Private room,2014,520.0,104.0,3,152,1.0,3.0,380.0,not-outlier;
1318356,Modern Unique Studio in NYC,unconfirmed,Vincent,Queens,Long Island City,40.75627,-73.9211,True,strict,Entire home/apt,2012,476.0,95.0,30,24,3.0,8.0,259.0,outlier;
1319461,Luxury Furnished 1 bedro, Bay Ridge,verified,Paul,Brooklyn,Fort Hamilton,40.61927,-74.0307,False,moderate,Entire home/apt,2003,523.0,105.0,30,7,4.0,1.0,267.0,outlier;
1320013,Your Haven in the Upper West Side,verified,Alan,Manhattan,Harlem,40.8078,-73.95208,True,flexible,Private room,2010,145.0,29.0,7,19,5.0,1.0,231.0,not-outlier;
1320565,Wonderful Studio In Brooklyn, NY!!!,unconfirmed,Kirsten,Brooklyn,Bensonhurst,40.61922,-73.99399,False,moderate,Entire home/apt,2006,464.0,93.0,1,24,2.0,1.0,384.0,not-outlier;
1329402,BEAUTIFUL APARTMENT, GREAT LOCATION,verified,Connie,Brooklyn,Boerum Hill,40.68653,-73.98562,True,moderate,Entire home/apt,2009,396.0,79.0,4,18,4.0,1.0,325.0,not-outlier;
1335478,Great Bedroom in Downtown Manhattan,unconfirmed,Alberta,Manhattan,Chinatown,40.71611,-73.99828,True,flexible,Private room,2007,119.0,24.0,30,59,3.0,1.0,211.0,outlier;
1336030,Beautiful Brownstone,unconfirmed,Lucia,Brooklyn,Bedford-Stuyvesant,40.67964,-73.93946,True,flexible,Entire home/apt,2012,244.0,49.0,7,63,1.0,1.0,162.0,not-outlier;
1336582,1BDR - Hell's Kitchen Hideaway,verified,Haris,Manhattan,Hell's Kitchen,40.76189,-73.99,True,strict,Private room,2017,697.0,139.0,2,52,1.0,1.0,122.0,not-outlier;
1337134,COMFY ROOM/COFFEE AND BAGEL/WEEKLY DISCOUNT,verified,Walter,Manhattan,East Village,40.72645,-73.98035,False,moderate,Private room,2018,196.0,39.0,1,278,2.0,3.0,341.0,not-outlier;
1337687,Oversized Studio in Park Slope,verified,Carina,Brooklyn,Sunset Park,40.66293,-73.99833,False,strict,Entire home/apt,2009,510.0,102.0,5,1,1.0,1.0,411.0,not-outlier;
1338239,Apt with EmpireState view-Subway around the corner,unconfirmed,Tara,Brooklyn,Bedford-Stuyvesant,40.69046,-73.95167,False,strict,Entire home/apt,2017,1159.0,232.0,2,35,4.0,1.0,7.0,not-outlier;
1338791,Zen Yankee Stadium Pad 5 Minutes To Manhattan!,verified,Frederick,Bronx,Concourse,40.83001,-73.92158,True,flexible,Private room,2006,361.0,72.0,5,235,2.0,2.0,29.0,not-outlier;
1339344,Monthly Apartment Rental,unconfirmed,Ryan,Manhattan,East Harlem,40.79239,-73.94535,True,strict,Entire home/apt,2015,1090.0,218.0,28,115,5.0,2.0,265.0,outlier;
1340448,TURQUOISE: One-Bedroom Apt. in Soho,unconfirmed,Roberts,Manhattan,SoHo,40.72599,-74.00168,False,flexible,Private room,2005,588.0,118.0,5,1,4.0,1.0,392.0,not-outlier;
1341001,Lovely pied-à-terre, in an historic building,unconfirmed,Miller,Brooklyn,Bedford-Stuyvesant,40.68309,-73.94219,False,flexible,Entire home/apt,2004,779.0,156.0,3,305,3.0,1.0,175.0,not-outlier;
1341553,Spacious, well furnished, high fl. beautiful views,unconfirmed,Hill,Manhattan,East Harlem,40.79442,-73.93433,False,strict,Entire home/apt,2007,1114.0,223.0,1,102,4.0,1.0,267.0,not-outlier;
1342105,NYC Studio in Heart of Times Square,verified,Brooks,Manhattan,Hell's Kitchen,40.76166,-73.99675,False,moderate,Entire home/apt,2017,676.0,135.0,30,83,3.0,1.0,303.0,outlier;
1342657,rooms for rent in Queens with piano,unconfirmed,Cole,Queens,Ridgewood,40.70163,-73.90867,False,moderate,Private room,2006,674.0,135.0,1,19,1.0,1.0,420.0,not-outlier;
1343210,Large Sunny Luxe Prvt Room/Midtown,unconfirmed,Ross,Manhattan,Midtown,40.75575,-73.96842,True,strict,Private room,2015,578.0,116.0,2,61,3.0,1.0,233.0,not-outlier;
1343762,Spacious Stunning Harlem Townhouse,unconfirmed,Jones,Manhattan,Harlem,40.80903,-73.94197,True,flexible,Entire home/apt,2009,1025.0,205.0,5,89,1.0,1.0,336.0,not-outlier;
1344314,Private Room With GREAT Location,unconfirmed,Hunt,Queens,Long Island City,40.74581,-73.95295,True,moderate,Private room,2016,1112.0,222.0,30,65,1.0,3.0,6.0,outlier;
1344867,HUGE Sunny Duplex Loft with Garden,unconfirmed,Watson,Brooklyn,South Slope,40.66414,-73.98574,False,strict,Entire home/apt,2003,1067.0,213.0,1,40,3.0,1.0,69.0,not-outlier;
1345419,LARGE ARTSY Room w/ Loft Bed 4 DOOGLERS!,unconfirmed,Gibson,Manhattan,West Village,40.74,-74.00381,False,flexible,Private room,2003,488.0,98.0,30,80,5.0,2.0,16.0,outlier;
1346524,LES private apt, 1 bedroom & more,unconfirmed,Davis,Manhattan,Lower East Side,40.72066,-73.98506,False,moderate,Entire home/apt,2010,613.0,123.0,3,100,5.0,1.0,119.0,not-outlier;
1347076,Williamsburg Garden Home, 5 minutes from Manhattan,unconfirmed,Jones,Brooklyn,Williamsburg,40.71746,-73.95497,True,moderate,Entire home/apt,2014,1105.0,221.0,2,125,4.0,3.0,419.0,not-outlier;
1347628,HUGE, modern 2-LEVEL Brooklyn apt,unconfirmed,Parker,Brooklyn,DUMBO,40.70257,-73.9847,False,flexible,Entire home/apt,2022,968.0,194.0,5,40,2.0,1.0,367.0,not-outlier;
1348180,charming 2bdrm apt in East Village,verified,Brooks,Manhattan,East Village,40.72264,-73.9837,False,moderate,Entire home/apt,2011,1166.0,233.0,4,0,5.0,1.0,4.0,not-outlier;
1348733,LOCATION LOCATION LOCATION Liz's,verified,Chapman,Manhattan,Kips Bay,40.73833,-73.98186,False,moderate,Entire home/apt,2019,1038.0,208.0,30,139,5.0,4.0,180.0,outlier;
1349285,Manhattan Loft in Prime East Village Location,unconfirmed,Williams,Manhattan,Greenwich Village,40.73268,-73.99255,True,flexible,Entire home/apt,2006,765.0,153.0,30,0,1.0,1.0,324.0,outlier;
1349837,Nolita Penthouse_Private Deck_Elev_,unconfirmed,Andrews,Manhattan,Chinatown,40.71892,-73.99628,False,moderate,Entire home/apt,2021,188.0,38.0,7,2,2.0,1.0,239.0,not-outlier;
1350390,Astoria Garden Suite,unconfirmed,Cole,Queens,Ditmars Steinway,40.77679,-73.91687,True,flexible,Entire home/apt,2021,134.0,27.0,28,49,5.0,1.0,87.0,outlier;
1351494,Amazing 1 bed, live like a Newyorkr,unconfirmed,Montgomery,Manhattan,Gramercy,40.73685,-73.98359,False,moderate,Entire home/apt,2014,260.0,52.0,1,0,3.0,1.0,36.0,not-outlier;
1352047,Private Room in Fort Green BK close to city,unconfirmed,Ferguson,Brooklyn,Fort Greene,40.68501,-73.97019,False,moderate,Private room,2012,631.0,126.0,5,124,1.0,1.0,149.0,not-outlier;
1352599,Spacious & Charming by Prospect Pk,verified,Morris,Brooklyn,Prospect-Lefferts Gardens,40.66068,-73.96003,True,flexible,Entire home/apt,2003,810.0,162.0,21,5,2.0,1.0,39.0,outlier;
1353151,Private Room Near Brooklyn Museum,unconfirmed,Hall,Brooklyn,Prospect Heights,40.67722,-73.96542,False,flexible,Private room,2022,57.0,11.0,1,147,5.0,1.0,387.0,not-outlier;
1353703,The Notorious B.N.B. { The Wallace },verified,Ryan,Brooklyn,Clinton Hill,40.68975,-73.96703,True,moderate,Private room,2022,59.0,12.0,1,43,5.0,11.0,338.0,not-outlier;
1354256,Clinton Hill 1 Bed Bright Loft Apartment,verified,Morrison,Brooklyn,Bedford-Stuyvesant,40.69221,-73.95866,True,moderate,Entire home/apt,2008,461.0,92.0,6,8,3.0,1.0,321.0,not-outlier;
1354808,Great Studio in W. Village - NYC!,verified,Grant,Manhattan,West Village,40.72969,-74.00635,True,flexible,Entire home/apt,2004,1019.0,204.0,2,37,1.0,1.0,302.0,not-outlier;
1355360,The Notorious B.N.B. { The Swoon },unconfirmed,Chapman,Brooklyn,Clinton Hill,40.6893,-73.96602,True,moderate,Private room,2010,1038.0,208.0,1,120,3.0,11.0,3.0,not-outlier;
1355913,BIG 1br, SLEEPS 4, dishwashr, TV,unconfirmed,Murphy,Brooklyn,Williamsburg,40.70832,-73.94157,False,moderate,Entire home/apt,2017,1156.0,231.0,1,24,5.0,1.0,187.0,not-outlier;
1357017,Williamsburg  - Quiet and Comfy stay,unconfirmed,Armstrong,Brooklyn,Williamsburg,40.70875,-73.95508,True,flexible,Entire home/apt,2011,256.0,51.0,30,242,5.0,1.0,183.0,outlier;
1357570,One Fabulous Private Room,unconfirmed,Myers,Manhattan,Inwood,40.85888,-73.92886,False,flexible,Private room,2010,683.0,137.0,4,229,3.0,1.0,87.0,not-outlier;
1358122,NY/ Big Room for 2 near Manhattan,unconfirmed,Davis,Bronx,Kingsbridge,40.8679,-73.90023,False,flexible,Private room,2013,640.0,128.0,2,108,1.0,2.0,8.0,not-outlier;
1358674,Brooklyn Brownstone apartment,unconfirmed,Ferguson,Brooklyn,Bedford-Stuyvesant,40.6889,-73.95383,True,moderate,Entire home/apt,2022,463.0,93.0,2,181,5.0,1.0,1.0,not-outlier;
1359226,big 1 bedroom apt very central,unconfirmed,Williams,Manhattan,Chelsea,40.75127,-73.99637,False,strict,Entire home/apt,2005,429.0,86.0,5,34,1.0,1.0,297.0,not-outlier;
1359779,Lovely, Large Room in Crown Heights,unconfirmed,Richardson,Brooklyn,Crown Heights,40.67607,-73.94421,False,moderate,Private room,2003,1154.0,231.0,3,5,1.0,1.0,32.0,not-outlier;
1360331,Sweet Apt, Steps From Gramercy Park,unconfirmed,Roberts,Manhattan,Gramercy,40.73834,-73.9823,True,moderate,Entire home/apt,2021,629.0,126.0,1,5,4.0,1.0,211.0,not-outlier;
1365854,SPACIOUS PRIVATE LITTLE ITALY FLAT,unconfirmed,Wells,Manhattan,Chinatown,40.71582,-73.99902,False,moderate,Entire home/apt,2010,538.0,108.0,1,49,2.0,1.0,88.0,not-outlier;
1366406,The Lenox in Harlem,verified,Allen,Manhattan,Harlem,40.81068,-73.94288,False,strict,Private room,2008,1029.0,206.0,1,11,1.0,2.0,67.0,not-outlier;
1366959,The Lenox in Harlem,unconfirmed,Spencer,Manhattan,Harlem,40.81122,-73.94279,True,moderate,Entire home/apt,2021,792.0,158.0,5,0,1.0,2.0,412.0,not-outlier;
1367511,Heart & Soul of Greenwich Village,unconfirmed,Wells,Manhattan,Greenwich Village,40.73129,-73.99944,True,strict,Entire home/apt,2019,262.0,52.0,3,107,2.0,1.0,350.0,not-outlier;
1368063,Prime Williamsburg Loft off Bedford,verified,Hall,Brooklyn,Williamsburg,40.71628,-73.95737,False,strict,Private room,2003,58.0,12.0,2,241,4.0,1.0,109.0,not-outlier;
1368616,Private Bdrm /Bath 1 block Ctrl Prk,unconfirmed,Edwards,Manhattan,Upper West Side,40.78558,-73.9726,False,flexible,Private room,2014,53.0,11.0,1,176,3.0,1.0,364.0,not-outlier;
1369168,+Highly Satisfactory LES dwelling++,unconfirmed,Richards,Manhattan,Chinatown,40.7146,-73.991,True,flexible,Private room,2006,792.0,158.0,4,151,4.0,2.0,193.0,not-outlier;
1369720,Whole apartment / 2 bedroom in NYC,unconfirmed,Clark,Manhattan,East Harlem,40.79493,-73.94462,True,moderate,Entire home/apt,2004,383.0,77.0,3,49,2.0,2.0,402.0,not-outlier;
1370272,Spacious, modern loft in awesome neighborhood,unconfirmed,Morgan,Brooklyn,Sunset Park,40.6623,-73.99049,True,flexible,Entire home/apt,2014,1145.0,229.0,120,13,3.0,1.0,248.0,outlier;
1370825,Loft Suite @ The Box House Hotel,unconfirmed,Warren,Brooklyn,Greenpoint,40.73693,-73.95284,True,flexible,Entire home/apt,2009,1113.0,223.0,3,33,3.0,28.0,233.0,not-outlier;
1371929,Loft Suite @ The Box House Hotel,verified,Morgan,Brooklyn,Greenpoint,40.73794,-73.95254,False,strict,Entire home/apt,2009,685.0,137.0,3,59,2.0,28.0,109.0,not-outlier;
1372482,Well Kept  Private Room around  Brighton  Beach,unconfirmed,Richards,Brooklyn,Brighton Beach,40.58147,-73.96726,False,strict,Private room,2011,637.0,127.0,1,2,1.0,1.0,189.0,not-outlier;
1373034,Large 1 Bedroom furnished on UWS,unconfirmed,Brown,Manhattan,Upper West Side,40.79771,-73.96323,False,strict,Entire home/apt,2013,678.0,136.0,2,16,2.0,1.0,250.0,not-outlier;
1373586,Chez Carine - Privacy in Manhattan,unconfirmed,Jones,Manhattan,Harlem,40.81512,-73.94692,True,flexible,Private room,2008,878.0,176.0,2,72,3.0,1.0,203.0,not-outlier;
1378005,1 BR w/ Terrace @ Box House Hotel,unconfirmed,Moore,Brooklyn,Greenpoint,40.73714,-73.95296,False,strict,Private room,2011,847.0,169.0,3,6,4.0,28.0,372.0,not-outlier;
1378557,Superior @ Box House,verified,Murray,Brooklyn,Greenpoint,40.73731,-73.9545,False,strict,Private room,2016,232.0,46.0,3,4,2.0,28.0,2.0,not-outlier;
1386289,Fresh, Clean Brooklyn Garden Apt.,verified,Ross,Brooklyn,Clinton Hill,40.68618,-73.96144,False,flexible,Entire home/apt,2018,758.0,152.0,3,233,5.0,1.0,318.0,not-outlier;
1386841,Guest Apartment in Owner Occupied Home,verified,Craig,Brooklyn,Park Slope,40.67379,-73.98454,False,flexible,Entire home/apt,2005,963.0,193.0,3,135,5.0,1.0,162.0,not-outlier;
1387394,My Home Is Your Home,unconfirmed,Ferguson,Queens,St. Albans,40.70554,-73.76637,True,strict,Private room,2015,738.0,148.0,4,20,3.0,1.0,140.0,not-outlier;
1387946,Spacious & Stylish Chelsea One Bedroom Apartment,unconfirmed,Smith,Manhattan,West Village,40.74031,-74.00532,False,strict,Entire home/apt,2019,328.0,66.0,4,46,4.0,1.0,418.0,not-outlier;
1388498,CHELSEA 1 Bdrm Plus Sleeping Loft!!,verified,Perkins,Manhattan,Chelsea,40.74618,-74.00392,True,strict,Entire home/apt,2015,177.0,35.0,365,10,1.0,1.0,230.0,outlier;
1389051,Spacious room in beautiful apt!,verified,Cooper,Manhattan,Harlem,40.81872,-73.94567,False,flexible,Private room,2007,1137.0,227.0,1,143,1.0,1.0,365.0,not-outlier;
1389603,Oceanview,close to Manhattan,verified,Mitchell,Staten Island,Arrochar,40.59251,-74.06479,False,strict,Entire home/apt,2005,459.0,92.0,2,21,5.0,4.0,388.0,not-outlier;
1390155,Affordable rooms,all transportation,unconfirmed,Richards,Staten Island,Arrochar,40.59101,-74.06685,True,moderate,Private room,2014,1012.0,202.0,7,0,4.0,4.0,315.0,not-outlier;
1390708,Budget stay, near transportation,unconfirmed,Cunningham,Staten Island,Arrochar,40.59262,-74.06659,False,moderate,Entire home/apt,2013,845.0,169.0,2,8,1.0,4.0,297.0,not-outlier;
1391260,Fort Greene brownstone 1BR- SUBLET,unconfirmed,Harris,Brooklyn,Fort Greene,40.69142,-73.97203,True,strict,Entire home/apt,2010,937.0,187.0,7,4,1.0,2.0,167.0,not-outlier;
1391812,NewYork Modern Pre-War LoftStudio,unconfirmed,Anderson,Manhattan,Upper East Side,40.76928,-73.95021,False,flexible,Entire home/apt,2019,761.0,152.0,2,314,4.0,2.0,388.0,not-outlier;
1392364,Cozy Artist Duplex **Bedstuy Charm**,unconfirmed,Carter,Brooklyn,Bedford-Stuyvesant,40.68338,-73.95289,False,flexible,Entire home/apt,2003,563.0,113.0,3,18,3.0,1.0,178.0,not-outlier;
1392917,Apartment in Best location in NYC,verified,Mitchell,Manhattan,West Village,40.72953,-74.00462,False,moderate,Entire home/apt,2014,294.0,59.0,7,11,1.0,1.0,381.0,not-outlier;
1393469,Inspired in Historic Downtown NYC!,unconfirmed,Fowler,Manhattan,Financial District,40.70523,-74.01345,True,strict,Private room,2015,483.0,97.0,7,51,3.0,1.0,35.0,not-outlier;
1394021,Chelsea/West Village - 2bdrm apt,unconfirmed,Hunt,Manhattan,Chelsea,40.74025,-74.00161,True,moderate,Private room,2012,313.0,63.0,5,20,4.0,1.0,14.0,not-outlier;
1394574,1500+ sq ft 2BR West Village Loft,verified,Brooks,Manhattan,West Village,40.73378,-74.00429,False,moderate,Entire home/apt,2004,878.0,176.0,7,8,5.0,1.0,132.0,not-outlier;
1395126,Cozy & Clean Lower East Side Apt.,verified,Nelson,Manhattan,Lower East Side,40.72087,-73.99022,False,flexible,Entire home/apt,2004,121.0,24.0,31,59,1.0,1.0,370.0,outlier;
1395678,Spacious Townhome Apt in Brooklyn,verified,Barnes,Brooklyn,East Flatbush,40.64468,-73.94219,True,strict,Entire home/apt,2005,86.0,17.0,4,54,1.0,1.0,9.0,not-outlier;
1396231,Chic + Stylish room in heart of LowerEastSide NYC!,verified,Watson,Manhattan,Lower East Side,40.7193,-73.98966,False,strict,Private room,2016,1165.0,233.0,5,10,4.0,1.0,355.0,not-outlier;
1396783,Landmark 2 Bedroom West Village NYC,verified,Scott,Manhattan,West Village,40.73312,-74.0042,True,strict,Entire home/apt,2006,640.0,128.0,4,153,5.0,4.0,254.0,not-outlier;
1397335,2 bedroom apt in charming brick townhouse,unconfirmed,Davis,Brooklyn,Fort Greene,40.69778,-73.97676,True,moderate,Entire home/apt,2012,342.0,68.0,3,110,2.0,1.0,302.0,not-outlier;
1397887,Room in East Village with Private Entrance,unconfirmed,Ross,Manhattan,East Village,40.72534,-73.98591,False,moderate,Private room,2016,1014.0,203.0,2,69,4.0,2.0,9.0,not-outlier;
1398440,Cozy&Clean in a great neighborhood,unconfirmed,Douglas,Manhattan,Harlem,40.82151,-73.94516,True,strict,Entire home/apt,2016,494.0,99.0,1,1,3.0,1.0,336.0,not-outlier;
1398992,Prime Williamsburg 1/BD New Condo,verified,Kelley,Brooklyn,Williamsburg,40.72059,-73.9567,False,flexible,Entire home/apt,2011,155.0,31.0,180,24,4.0,1.0,88.0,outlier;
1401201,Private room w/ queen bed + rooftop,verified,Brooks,Brooklyn,Crown Heights,40.6711,-73.95231,False,flexible,Private room,2021,659.0,132.0,2,20,4.0,1.0,396.0,not-outlier;
1401754,Zen Eyrie –Airport Pick-Up: JFK/LGA,unconfirmed,Owens,Brooklyn,Cypress Hills,40.67962,-73.88928,True,flexible,Private room,2012,290.0,58.0,90,17,1.0,2.0,33.0,outlier;
1402858,Luxury NYC 2 Bedroom with Terrace,unconfirmed,Lloyd,Manhattan,Upper East Side,40.76128,-73.96463,True,moderate,Entire home/apt,2005,907.0,181.0,7,11,5.0,1.0,302.0,not-outlier;
1403410,Bright unique designer loft in Soho,verified,Higgins,Manhattan,Nolita,40.72313,-73.99438,True,moderate,Entire home/apt,2008,158.0,32.0,5,5,5.0,1.0,73.0,not-outlier;
1403963,Spacious  2 bed Loft apartment Bedford L,unconfirmed,Martin,Brooklyn,Williamsburg,40.7177,-73.95576,True,flexible,Entire home/apt,2016,1170.0,234.0,4,0,1.0,1.0,373.0,not-outlier;
1404515,Beautiful studio by Central Park,unconfirmed,Carter,Manhattan,Upper West Side,40.78448,-73.97289,True,flexible,Entire home/apt,2022,1044.0,209.0,30,36,4.0,5.0,333.0,outlier;
1405620,SUNNY 1 Bedroom APT in Fort Greene - BROOKLYN,unconfirmed,Douglas,Brooklyn,Fort Greene,40.68737,-73.97125,False,moderate,Entire home/apt,2007,282.0,56.0,15,5,2.0,1.0,404.0,outlier;
1406172,West Village cozy 2 bedroom  NYC,unconfirmed,Ferguson,Manhattan,Chelsea,40.74139,-74.0005,False,moderate,Entire home/apt,2006,436.0,87.0,4,0,1.0,1.0,112.0,not-outlier;
1406724,2 Bedroom Gem - Prime LES Location,verified,Bailey,Manhattan,Lower East Side,40.71992,-73.98773,False,flexible,Entire home/apt,2019,673.0,135.0,4,68,5.0,1.0,175.0,not-outlier;
1407277,REAL 2BR-HEART OF SOHO-LITTLE ITALY,verified,Andrews,Manhattan,Little Italy,40.71905,-73.99677,True,moderate,Entire home/apt,2008,115.0,23.0,28,89,5.0,1.0,26.0,outlier;
1407829,BIG ROOM / DOWNTOWN  LOFT /,unconfirmed,Ferguson,Manhattan,Financial District,40.70741,-74.00102,True,strict,Private room,2011,979.0,196.0,30,10,4.0,1.0,405.0,outlier;
1408381,Large Sunny Bedroom in QNS NYC,unconfirmed,Hill,Queens,Rego Park,40.73349,-73.86009,True,flexible,Private room,2006,896.0,179.0,1,38,3.0,1.0,83.0,not-outlier;
1408933,Home Away From Home-Room in Bronx,verified,Howard,Bronx,Wakefield,40.89557,-73.8447,False,flexible,Private room,2010,756.0,151.0,2,15,3.0,1.0,64.0,not-outlier;
1409486,Private clean pleasant spacious room.,verified,Morgan,Brooklyn,Kensington,40.64277,-73.97296,True,flexible,Private room,2003,422.0,84.0,2,20,3.0,1.0,181.0,not-outlier;
1410038,Charming Hotel Alternative;
Mount Sinai,unconfirmed,Mitchell,Manhattan,East Harlem,40.79111,-73.94466,True,strict,Private room,2019,586.0,117.0,3,25,5.0,2.0,246.0,not-outlier;
1410590,SUNNY 2-bdrm CHILD-friendly Uptwn by Centrl Park!,unconfirmed,Hall,Manhattan,Harlem,40.79951,-73.95257,False,strict,Entire home/apt,2020,666.0,133.0,2,35,3.0,1.0,261.0,not-outlier;
1411143,Resort-like living in Williamsburg,unconfirmed,Higgins,Brooklyn,Williamsburg,40.71647,-73.93974,True,flexible,Entire home/apt,2013,1183.0,237.0,30,1,2.0,1.0,253.0,outlier;
1411695,Hudson Yards with views of The Highline Park,verified,Watson,Manhattan,Chelsea,40.75114,-74.00195,True,strict,Entire home/apt,2020,175.0,35.0,3,64,4.0,1.0,92.0,not-outlier;
1412247,Brooklyn: A Huge Bedroom + Good Vibes,unconfirmed,Rogers,Brooklyn,Crown Heights,40.66431,-73.93216,True,flexible,Private room,2019,72.0,14.0,3,26,2.0,1.0,66.0,not-outlier;
1412800,One stop from Midtown Manhattan!,unconfirmed,Rogers,Queens,Long Island City,40.74579,-73.95012,True,flexible,Private room,2015,620.0,124.0,2,244,5.0,1.0,142.0,not-outlier;
1413352,Private Room Very Near L train, Bushwick,unconfirmed,Ryan,Brooklyn,Bushwick,40.70278,-73.92673,True,strict,Private room,2017,370.0,74.0,15,21,5.0,3.0,272.0,outlier;
1413904,Cozy New York  City private room,verified,Cameron,Queens,Woodside,40.74409,-73.91122,True,flexible,Private room,2012,784.0,157.0,2,270,3.0,2.0,10.0,not-outlier;
1414456,Bed-stuy Royal Room,unconfirmed,Wells,Brooklyn,Bedford-Stuyvesant,40.68812,-73.93254,True,moderate,Private room,2011,174.0,35.0,10,16,4.0,3.0,212.0,not-outlier;
1415009,SUPER CUTE EAST VILLAGE APARTMENT,verified,Dixon,Manhattan,East Village,40.72454,-73.99151,True,moderate,Entire home/apt,2006,1078.0,216.0,3,24,2.0,1.0,9.0,not-outlier;
1415561,GREAP STUDIO / 4PPL IN MIDTOWN,verified,Myers,Brooklyn,Williamsburg,40.71073,-73.96207,False,strict,Private room,2009,65.0,13.0,1,30,4.0,2.0,339.0,not-outlier;
1416113,BEDFORD AV.  ROOM IN WILLIAMSBURG..,verified,Robinson,Brooklyn,Williamsburg,40.71028,-73.96128,False,strict,Private room,2006,891.0,178.0,2,5,3.0,2.0,379.0,not-outlier;
1416666,Sleep & Wake near Botanical Gardens,verified,Sullivan,Brooklyn,Prospect-Lefferts Gardens,40.65772,-73.96131,False,strict,Entire home/apt,2011,474.0,95.0,4,115,1.0,1.0,146.0,not-outlier;
1417218,Tranquil in the heart of Brooklyn 2,unconfirmed,Williams,Brooklyn,Bedford-Stuyvesant,40.68884,-73.95059,False,moderate,Private room,2003,440.0,88.0,5,9,1.0,2.0,28.0,not-outlier;
1417770,Tranquil in the heart of Brooklyn 1,unconfirmed,Nelson,Brooklyn,Bedford-Stuyvesant,40.6865,-73.95372,True,flexible,Private room,2012,627.0,125.0,5,45,2.0,2.0,105.0,not-outlier;
1418323,Easy, comfortable studio in Midtown,unconfirmed,Riley,Manhattan,Midtown,40.75282,-73.97315,True,moderate,Entire home/apt,2021,1078.0,216.0,365,19,3.0,1.0,84.0,outlier;
1418875,Huge luxury 1BR apt near Central Park South(4 ppl),verified,Brown,Manhattan,Upper East Side,40.76373,-73.96897,True,moderate,Entire home/apt,2011,57.0,11.0,3,5,4.0,1.0,309.0,not-outlier;
1419427,Beautiful brownstone apartment,unconfirmed,Chapman,Manhattan,Greenwich Village,40.73388,-73.99452,False,strict,Entire home/apt,2014,638.0,128.0,2,203,3.0,1.0,374.0,not-outlier;
1419979,1 Bd. MANHATTAN NY Entire Apt. 1 yr-6 months min.,verified,Gray,Manhattan,Washington Heights,40.85774,-73.92901,True,flexible,Entire home/apt,2007,395.0,79.0,122,20,1.0,1.0,174.0,outlier;
1420532,Luxury Designer Downtown Apartment,unconfirmed,Anderson,Manhattan,East Village,40.72257,-73.98465,True,moderate,Entire home/apt,2019,516.0,103.0,3,49,4.0,1.0,232.0,not-outlier;
1421636,SUNNY, SPACIOUS APT. in  FT. GREENE,verified,Morris,Brooklyn,Fort Greene,40.69135,-73.97321,True,moderate,Entire home/apt,2009,1161.0,232.0,5,7,5.0,1.0,133.0,not-outlier;
1422189,Guest Room in Authentic Williamsburg Factory Loft,unconfirmed,Taylor,Brooklyn,Williamsburg,40.70513,-73.95505,True,moderate,Private room,2018,456.0,91.0,2,35,3.0,2.0,17.0,not-outlier;
